2020,1,15,16.41,3.67
2020,2,15,36.66,7.252
2020,3,15,74.29,9.016
2020,4,15,137.5,12.59
2020,5,15,187.3,18.13
2020,6,15,193.3,18.95
2020,7,15,168.1,11.38
2020,8,15,149.1,14.88
2020,9,15,97.53,8.247
2020,10,15,51.59,6.929
2020,11,15,23.98,5.404
2020,12,15,10.27,0.7698
2021,1,15,16.41,3.67
2021,2,15,36.66,7.252
2021,3,15,74.29,9.016
2021,4,15,137.5,12.59
2021,5,15,187.3,18.13
2021,6,15,193.3,18.95
